Time_s,Temperatura_Hotend,RPM_Motor_DC,Grosor_Filamento,Estado_Motor_DC,Estado_Fan,Estado_Extrusor,Estado_Heater
56.7,63.3,-2.04,,0,,,
56.8,63.5,-2.3,,0,,,
56.9,63.69,-2.04,,0,,,
57.0,63.5,-2.04,,0,,,
57.1,63.69,-2.04,,0,,,
57.2,63.88,-3.06,,0,,,
57.3,63.88,-2.81,,0,,,
57.4,63.88,-2.81,,0,,,
57.5,64.07,-2.81,,0,,,
57.6,64.26,-2.55,,0,,,
57.7,64.26,-2.81,,0,,,
57.8,64.26,-3.06,,0,,,
57.9,64.45,-2.55,,0,,,
58.0,64.64,-2.81,,0,,,
58.1,64.64,-3.06,,0,,,
58.2,64.83,-3.06,,0,,,
58.3,64.83,-2.3,,0,,,
58.4,64.83,-2.55,,0,,,
58.5,65.02,-2.3,,0,,,
58.6,65.02,-2.55,,0,,,
58.7,65.21,-2.55,,0,,,
58.8,65.21,-2.81,,0,,,
58.9,65.39,-2.68,,0,,,
59.0,65.39,-1.66,,0,,,
59.1,65.77,-2.68,,0,,,
59.2,65.77,-3.06,,0,,,
59.3,65.95,-2.55,,0,,,
59.4,65.95,-3.06,,0,,,
59.5,66.14,-2.81,,0,,,
59.6,66.32,-2.55,,0,,,
59.7,66.32,-2.81,,0,,,
59.8,66.32,-2.81,,0,,,
59.9,66.5,-2.55,,0,,,
60.0,66.5,-2.55,,0,,,
60.1,66.69,-2.81,,0,,,
60.2,66.87,-2.81,,0,,,
60.3,66.87,-2.81,,0,,,
60.4,66.87,-3.06,,0,,,
60.5,67.05,-2.88,,0,,,
60.6,67.05,-2.83,,0,,,
60.7,67.23,-2.55,,0,,,
60.8,67.41,-3.06,,0,,,
60.9,67.41,-2.81,,0,,,
61.0,67.41,-2.55,,0,,,
61.1,67.59,-3.06,,0,,,
61.2,67.59,-2.53,,0,,,
61.3,67.77,-3.06,,0,,,
61.4,67.77,-2.81,,0,,,
61.5,68.13,-2.55,,0,,,
61.6,68.13,-2.81,,0,,,
61.7,68.13,-2.81,,0,,,
61.8,68.31,-3.06,,0,,,
61.9,68.31,-2.55,,0,,,
62.0,68.49,-3.06,,0,,,
62.1,68.49,-1.66,,0,,,
62.2,68.67,-3.06,,0,,,
62.3,68.84,-2.55,,0,,,
62.4,68.84,-3.06,,0,,,
62.5,69.02,-2.81,,0,,,
62.6,69.19,-2.55,,0,,,
62.7,69.19,-2.3,,0,,,
62.8,69.19,-2.55,,0,,,
62.9,69.37,-2.3,,0,,,
63.0,69.55,-2.81,,0,,,
63.1,69.55,-2.55,,0,,,
63.2,69.72,-2.55,,0,,,
63.3,69.72,-2.55,,0,,,
63.4,69.72,-2.81,,0,,,
